IntensityIn IntensityOut Luminance
2.578754578754578475e-01 5.726710917830166725e-01 1.158718717634451139e+02
2.581196581196581463e-01 5.728084229800869398e-01 1.159833289665996290e+02
2.583638583638583897e-01 5.729457541771572071e-01 1.160894587078898326e+02
2.586080586080586330e-01 5.730983443961241708e-01 1.162011143898095042e+02
2.588522588522588763e-01 5.732509346150911345e-01 1.163061554297584621e+02
2.590964590964591197e-01 5.734187838559547945e-01 1.164140390626715202e+02
2.593406593406593630e-01 5.736171511406118473e-01 1.165311600975220188e+02
2.595848595848596063e-01 5.752346074616616622e-01 1.166425807849901446e+02
2.598290598290598497e-01 5.753414206149385368e-01 1.167459609904305609e+02
2.600732600732600930e-01 5.754634927901121078e-01 1.168601747750532525e+02
2.603174603174603363e-01 5.755855649652856787e-01 1.169701791921085317e+02
2.605616605616605796e-01 5.757076371404592496e-01 1.170759621486736251e+02
2.608058608058608230e-01 5.758449683375295169e-01 1.171899075399128947e+02
2.610500610500610663e-01 5.759822995345997843e-01 1.172984795580427573e+02
2.612942612942613096e-01 5.761196307316700516e-01 1.174016630688209233e+02
2.615384615384615530e-01 5.762874799725337116e-01 1.175204375908475072e+02
2.617826617826617963e-01 5.764400701915006753e-01 1.176213898415137180e+02
2.620268620268620396e-01 5.766231784542610317e-01 1.177336764015934989e+02
2.622710622710622830e-01 5.783321889066911359e-01 1.178422817406211891e+02
2.625152625152625263e-01 5.784542610818647068e-01 1.179620469354559020e+02
2.627594627594627696e-01 5.785610742351415814e-01 1.180633605122896199e+02
2.630036630036630130e-01 5.786831464103151523e-01 1.181751577689418298e+02
2.632478632478632563e-01 5.788052185854887233e-01 1.182826875841273448e+02
2.634920634920634996e-01 5.789425497825589906e-01 1.183985429782754579e+02
2.637362637362637430e-01 5.790798809796292579e-01 1.185089662693089139e+02
2.639804639804639863e-01 5.792172121766995252e-01 1.186139420517885981e+02
2.642246642246642296e-01 5.793698023956664889e-01 1.187241749584864294e+02
2.644688644688644730e-01 5.795376516365301489e-01 1.188376198837878235e+02
2.647130647130647163e-01 5.797055008773938090e-01 1.189428586402260350e+02
2.649572649572649596e-01 5.810177767605096966e-01 1.190568344136563894e+02
2.652014652014652030e-01 5.811245899137865711e-01 1.191732198039902926e+02
2.654456654456654463e-01 5.812161440451667493e-01 1.192703825471668608e+02
2.656898656898656896e-01 5.813229571984436239e-01 1.193807018034668772e+02
2.659340659340659330e-01 5.814297703517204985e-01 1.194877413240710524e+02
2.661782661782661763e-01 5.815518425268940694e-01 1.196060446663850740e+02
2.664224664224664196e-01 5.816586556801709440e-01 1.197060262168772056e+02
2.666666666666666630e-01 5.817807278553445149e-01 1.198162408420125900e+02
2.669108669108669063e-01 5.819180590524147823e-01 1.199350540773755398e+02
2.671550671550671496e-01 5.820401312275883532e-01 1.200360501102155126e+02
2.673992673992673930e-01 5.821774624246586205e-01 1.201444635383694362e+02
2.676434676434676363e-01 5.823300526436255842e-01 1.202584388660971229e+02
2.678876678876678796e-01 5.824826428625925478e-01 1.203655699285473304e+02
2.681318681318681230e-01 5.826504921034562079e-01 1.204754869524211074e+02
2.683760683760683663e-01 5.828336003662165643e-01 1.205858989501061842e+02
2.686202686202686096e-01 5.838406958113985246e-01 1.207092107631454780e+02
2.688644688644688530e-01 5.839322499427787028e-01 1.208142995107380386e+02
2.691086691086690963e-01 5.840238040741588810e-01 1.209169643206133173e+02
2.693528693528693396e-01 5.841306172274357555e-01 1.210336679035206373e+02
2.695970695970695830e-01 5.842374303807126301e-01 1.211470538195374900e+02
2.698412698412698263e-01 5.843289845120928083e-01 1.212415939227944648e+02
2.700854700854700696e-01 5.844510566872663793e-01 1.213638347973184892e+02
2.703296703296703130e-01 5.845578698405432538e-01 1.214672116184712678e+02
2.705738705738705563e-01 5.846799420157168248e-01 1.215812489449923817e+02
2.708180708180707996e-01 5.848020141908903957e-01 1.216908928044862819e+02
2.710622710622710430e-01 5.849240863660639667e-01 1.217961311215761668e+02
2.713064713064712863e-01 5.850614175631342340e-01 1.219092438073769245e+02
2.715506715506715296e-01 5.851987487602045013e-01 1.220167502792984351e+02
2.717948717948717730e-01 5.853513389791714649e-01 1.221296084931572068e+02
2.720390720390720163e-01 5.855039291981384286e-01 1.222355074731882496e+02
2.722832722832722596e-01 5.856717784390020887e-01 1.223439366568237574e+02
2.725274725274725030e-01 5.858548867017624451e-01 1.224525675235840225e+02
2.727716727716727463e-01 5.873502708476386891e-01 1.225690001181371827e+02
2.730158730158729896e-01 5.874570840009155637e-01 1.226783901700439543e+02
2.732600732600732329e-01 5.875638971541924382e-01 1.227844053309641765e+02
2.735042735042735318e-01 5.876859693293660092e-01 1.229014215706909994e+02
2.737484737484737751e-01 5.877927824826428838e-01 1.230001751579130485e+02
2.739926739926740185e-01 5.879148546578164547e-01 1.231088702515713607e+02
2.742368742368742618e-01 5.880521858548867220e-01 1.232258261310938963e+02
2.744810744810745051e-01 5.881895170519569893e-01 1.233371269355181141e+02
2.747252747252747485e-01 5.883268482490272566e-01 1.234427571445895637e+02
2.749694749694749918e-01 5.884794384679942203e-01 1.235534554459452750e+02
2.752136752136752351e-01 5.886320286869611840e-01 1.236571157561158003e+02
2.754578754578754785e-01 5.888151369497215404e-01 1.237721928938382803e+02
2.757020757020757218e-01 5.904936293583581408e-01 1.238848968897652867e+02
2.759462759462759651e-01 5.906004425116350154e-01 1.239948818582987542e+02
2.761904761904762085e-01 5.907072556649118900e-01 1.241014514996022058e+02
2.764346764346764518e-01 5.908140688181887645e-01 1.242045968430602585e+02
2.766788766788766951e-01 5.909361409933623355e-01 1.243182730867924590e+02
2.769230769230769384e-01 5.910582131685359064e-01 1.244274529286440156e+02
2.771672771672771818e-01 5.911955443656061737e-01 1.245448906922447065e+02
2.774114774114774251e-01 5.913176165407797447e-01 1.246444763644320943e+02
2.776556776556776684e-01 5.914702067597467083e-01 1.247625835980174003e+02
2.778998778998779118e-01 5.916075379568169756e-01 1.248628083499744434e+02
2.781440781440781551e-01 5.917753871976806357e-01 1.249774725538020874e+02
2.783882783882783984e-01 5.919432364385442957e-01 1.250834983524602677e+02
2.786324786324786418e-01 5.931792172121767015e-01 1.252013364102123916e+02
2.788766788766788851e-01 5.932707713435568797e-01 1.253078089911769553e+02
2.791208791208791284e-01 5.933623254749370579e-01 1.254117653835845942e+02
2.793650793650793718e-01 5.934691386282139325e-01 1.255298591144011340e+02
2.796092796092796151e-01 5.935759517814908071e-01 1.256445093950727028e+02
2.798534798534798584e-01 5.936675059128709853e-01 1.257400330476722274e+02
2.800976800976801018e-01 5.937895780880445562e-01 1.258634413497861999e+02
2.803418803418803451e-01 5.938963912413214308e-01 1.259677046083611742e+02
2.805860805860805884e-01 5.940184634164950017e-01 1.260826005540351389e+02
2.808302808302808318e-01 5.941252765697718763e-01 1.261793956947014692e+02
2.810744810744810751e-01 5.942626077668421436e-01 1.262987053936372490e+02
2.813186813186813184e-01 5.943846799420157145e-01 1.263998904898498381e+02
2.815628815628815618e-01 5.945220111390859818e-01 1.265082328164000245e+02
2.818070818070818051e-01 5.946746013580529455e-01 1.266217767240061960e+02
2.820512820512820484e-01 5.948271915770199092e-01 1.267281054694414877e+02
2.822954822954822918e-01 5.950102998397802656e-01 1.268461502107444971e+02
2.825396825396825351e-01 5.962310215915159750e-01 1.269612296730047092e+02
2.827838827838827784e-01 5.963225757228961532e-01 1.270709209144024072e+02
2.830280830280830218e-01 5.964141298542763314e-01 1.271780628413981589e+02
2.832722832722832651e-01 5.965056839856565096e-01 1.272826488472449284e+02
2.835164835164835084e-01 5.966124971389333842e-01 1.274014268536352006e+02
2.837606837606837518e-01 5.967040512703135624e-01 1.275004531000565180e+02
2.840048840048839951e-01 5.968108644235904370e-01 1.276127277452269055e+02
2.842490842490842384e-01 5.969176775768673116e-01 1.277214869697304778e+02
2.844932844932844818e-01 5.970244907301441861e-01 1.278267216189860704e+02
2.847374847374847251e-01 5.971465629053177571e-01 1.279426626271912539e+02
2.849816849816849684e-01 5.972686350804913280e-01 1.280539757810091430e+02
2.852258852258852118e-01 5.973907072556648989e-01 1.281606488212217698e+02
2.854700854700854551e-01 5.975280384527351663e-01 1.282750949890508139e+02
2.857142857142856984e-01 5.976653696498054336e-01 1.283836376791681744e+02
2.859584859584859418e-01 5.978027008468757009e-01 1.284862617357144927e+02
2.862026862026861851e-01 5.979552910658426645e-01 1.285933294473549040e+02
2.864468864468864284e-01 5.981231403067063246e-01 1.287026219608565611e+02
2.866910866910866718e-01 5.998016327153429250e-01 1.288209808402756380e+02
2.869352869352869151e-01 5.999084458686197996e-01 1.289326682910090085e+02
2.871794871794871584e-01 6.000152590218966742e-01 1.290407994237086768e+02
2.874236874236874018e-01 6.001220721751735487e-01 1.291453651311244926e+02
2.876678876678876451e-01 6.002441443503471197e-01 1.292604916796302632e+02
2.879120879120878884e-01 6.003662165255206906e-01 1.293709371677267370e+02
2.881562881562881318e-01 6.004882887006942616e-01 1.294766894248568860e+02
2.884004884004883751e-01 6.006256198977645289e-01 1.295900363384517959e+02
2.886446886446886184e-01 6.007629510948347962e-01 1.296974128130708550e+02
2.888888888888888618e-01 6.009155413138017598e-01 1.298096994232614065e+02
2.891330891330891051e-01 6.010681315327687235e-01 1.299145772444208831e+02
2.893772893772894039e-01 6.025177386129548784e-01 1.300232310504046609e+02
2.896214896214896473e-01 6.026245517662317530e-01 1.301442499511992139e+02
2.898656898656898906e-01 6.027161058976119312e-01 1.302451349600580102e+02
2.901098901098901339e-01 6.028229190508888058e-01 1.303595056575468902e+02
2.903540903540903773e-01 6.029297322041656804e-01 1.304702826810346892e+02
2.905982905982906206e-01 6.030365453574425549e-01 1.305774567015192815e+02
2.908424908424908639e-01 6.031433585107194295e-01 1.306810186883603251e+02
2.910866910866911073e-01 6.032654306858930005e-01 1.307949411600548899e+02
2.913308913308913506e-01 6.033875028610665714e-01 1.309041219282029829e+02
2.915750915750915939e-01 6.035095750362401423e-01 1.310085489567809134e+02
2.918192918192918373e-01 6.036469062333104096e-01 1.311203328382268296e+02
2.920634920634920806e-01 6.037842374303806769e-01 1.312260700914346785e+02
2.923076923076923239e-01 6.039368276493476406e-01 1.313364462592875270e+02
2.925518925518925673e-01 6.041046768902113007e-01 1.314491942499264496e+02
2.927960927960928106e-01 6.054779888609139737e-01 1.315709059117976949e+02
2.930402930402930539e-01 6.055695429922941520e-01 1.316775303567147262e+02
2.932844932844932972e-01 6.056610971236743302e-01 1.317815022326510075e+02
2.935286935286935406e-01 6.057679102769512047e-01 1.318994416484024441e+02
2.937728937728937839e-01 6.058594644083313829e-01 1.319976444879367534e+02
2.940170940170940272e-01 6.059662775616082575e-01 1.321088365083662666e+02
2.942612942612942706e-01 6.060730907148851321e-01 1.322163818245155653e+02
2.945054945054945139e-01 6.061951628900587030e-01 1.323348138015996369e+02
2.947496947496947572e-01 6.063019760433355776e-01 1.324345146447776642e+02
2.949938949938950006e-01 6.064240482185091485e-01 1.325439590369912821e+02
2.952380952380952439e-01 6.065613794155794158e-01 1.326613328333958748e+02
2.954822954822954872e-01 6.066987106126496831e-01 1.327726014359944884e+02
2.957264957264957306e-01 6.068360418097199505e-01 1.328777493122119040e+02
2.959706959706959739e-01 6.069886320286869141e-01 1.329873838222088693e+02
2.962148962148962172e-01 6.071564812695505742e-01 1.330992106265673556e+02
2.964590964590964606e-01 6.086213473716334255e-01 1.332068151072637079e+02
2.967032967032967039e-01 6.087129015030136037e-01 1.333131404380807510e+02
2.969474969474969472e-01 6.088197146562904782e-01 1.334337874377968660e+02
2.971916971916971906e-01 6.089112687876706564e-01 1.335342782302040519e+02
2.974358974358974339e-01 6.090180819409475310e-01 1.336481010237662019e+02
2.976800976800976772e-01 6.091248950942244056e-01 1.337582354340045470e+02
2.979242979242979206e-01 6.092317082475012802e-01 1.338646721854419752e+02
2.981684981684981639e-01 6.093537804226748511e-01 1.339817749503561686e+02
2.984126984126984072e-01 6.094605935759518367e-01 1.340802583405682356e+02
2.986568986568986506e-01 6.095826657511254076e-01 1.341882493258111708e+02
2.989010989010988939e-01 6.097199969481956749e-01 1.343039091314610687e+02
2.991452991452991372e-01 6.098573281452659423e-01 1.344133804149128082e+02
2.993894993894993806e-01 6.100099183642329059e-01 1.345277384622832813e+02
2.996336996336996239e-01 6.101625085831998696e-01 1.346344177711759187e+02
2.998778998778998672e-01 6.103303578240635296e-01 1.347428741275546145e+02
3.001221001221001106e-01 6.117647058823529882e-01 1.348628113200058465e+02
3.003663003663003539e-01 6.118562600137331664e-01 1.349683925741725261e+02
3.006105006105005972e-01 6.119478141451133446e-01 1.350712485077113456e+02
3.008547008547008406e-01 6.120546272983902192e-01 1.351877941250951949e+02
3.010989010989010839e-01 6.121614404516670938e-01 1.353006118282064563e+02
3.013431013431013272e-01 6.122682536049439683e-01 1.354096921185390272e+02
3.015873015873015706e-01 6.123750667582208429e-01 1.355150258071676603e+02
3.018315018315018139e-01 6.124818799114977175e-01 1.356166040160384227e+02
3.020757020757020572e-01 6.126039520866712884e-01 1.357280838769355569e+02
3.023199023199023006e-01 6.127260242618448594e-01 1.358346351584620209e+02
3.025641025641025439e-01 6.128633554589151267e-01 1.359485995503902132e+02
3.028083028083027872e-01 6.130006866559853940e-01 1.360562954426961824e+02
3.030525030525030306e-01 6.131532768749523576e-01 1.361685873313111301e+02
3.032967032967032739e-01 6.133058670939193213e-01 1.362731024002896447e+02
3.035409035409035172e-01 6.146486610208286017e-01 1.363831238086496285e+02
3.037851037851037606e-01 6.147402151522087799e-01 1.364954723974366289e+02
3.040293040293040039e-01 6.148317692835889581e-01 1.366050723240206253e+02
3.042735042735042472e-01 6.149233234149691363e-01 1.367119168203354320e+02
3.045177045177044906e-01 6.150301365682460109e-01 1.368330773772777604e+02
3.047619047619047894e-01 6.151216906996261891e-01 1.369339293512982181e+02
3.050061050061050327e-01 6.152285038529030636e-01 1.370480813067789825e+02
3.052503052503052761e-01 6.153353170061799382e-01 1.371584455358211301e+02
3.054945054945055194e-01 6.154421301594568128e-01 1.372650127367861046e+02
3.057387057387057627e-01 6.155642023346303837e-01 1.373821428881975635e+02
3.059829059829060061e-01 6.156710154879072583e-01 1.374805437461038196e+02
3.062271062271062494e-01 6.158083466849775256e-01 1.376014387708054016e+02
3.064713064713064927e-01 6.159304188601510965e-01 1.377035803155077929e+02
3.067155067155067361e-01 6.160677500572213638e-01 1.378124891671795922e+02
3.069597069597069794e-01 6.162203402761883275e-01 1.379260297467462522e+02
3.072039072039072227e-01 6.163729304951552912e-01 1.380316890353199994e+02
3.074481074481074661e-01 6.176699473563744824e-01 1.381462830656193432e+02
3.076923076923077094e-01 6.177615014877546606e-01 1.382606315916145832e+02
3.079365079365079527e-01 6.178530556191348388e-01 1.383721976163042768e+02
3.081807081807081961e-01 6.179446097505150171e-01 1.384809742534559405e+02
3.084249084249084394e-01 6.180361638818951953e-01 1.385869547854109385e+02
3.086691086691086827e-01 6.181277180132753735e-01 1.386901326637775469e+02
3.089133089133089261e-01 6.182345311665522480e-01 1.388069561124284519e+02
3.091575091575091694e-01 6.183413443198291226e-01 1.389199463281708518e+02
3.094017094017094127e-01 6.184481574731059972e-01 1.390290937932606425e+02
3.096459096459096560e-01 6.185549706263828718e-01 1.391343893087211825e+02
3.098901098901098994e-01 6.186617837796597463e-01 1.392358239956350303e+02
3.101343101343101427e-01 6.187838559548333173e-01 1.393470108440229183e+02
3.103785103785103860e-01 6.189211871519035846e-01 1.394660398395755578e+02
3.106227106227106294e-01 6.190432593270771555e-01 1.395664471772221873e+02
3.108669108669108727e-01 6.191958495460441192e-01 1.396847967975206188e+02
3.111111111111111160e-01 6.193331807431143865e-01 1.397844941948476389e+02
3.113553113553113594e-01 6.195010299839780465e-01 1.398975548270643969e+02
3.115995115995116027e-01 6.209811551079575942e-01 1.400052362320879524e+02
3.118437118437118460e-01 6.210879682612344688e-01 1.401306099928694380e+02
3.120879120879120894e-01 6.211795223926146470e-01 1.402350036035160770e+02
3.123321123321123327e-01 6.212710765239948252e-01 1.403365569049962005e+02
3.125763125763125760e-01 6.213778896772716998e-01 1.404514375506596480e+02
3.128205128205128194e-01 6.214847028305485743e-01 1.405624339997114589e+02
3.130647130647130627e-01 6.215915159838254489e-01 1.406695368970689515e+02
3.133089133089133060e-01 6.216983291371023235e-01 1.407727372110871329e+02
3.135531135531135494e-01 6.218204013122758944e-01 1.408858905993042754e+02
3.137973137973137927e-01 6.219424734874494654e-01 1.409939228988097852e+02
3.140415140415140360e-01 6.220798046845197327e-01 1.411093231178577980e+02
3.142857142857142794e-01 6.222171358815900000e-01 1.412182107720337569e+02
3.145299145299145227e-01 6.223544670786602673e-01 1.413205706429634461e+02
3.147741147741147660e-01 6.225223163195239273e-01 1.414367914570229914e+02
3.150183150183150094e-01 6.241397726405737423e-01 1.415525091871414531e+02
3.152625152625152527e-01 6.242313267719539205e-01 1.416585163702433192e+02
3.155067155067154960e-01 6.243228809033340987e-01 1.417616556046892242e+02
3.157509157509157394e-01 6.244296940566109733e-01 1.418783514431311232e+02
3.159951159951159827e-01 6.245365072098878478e-01 1.419911251818013511e+02
3.162393162393162260e-01 6.246433203631647224e-01 1.420999673176265787e+02
3.164835164835164694e-01 6.247501335164415970e-01 1.422048686740025403e+02
3.167277167277167127e-01 6.248722056916151679e-01 1.423199191579820990e+02
3.169719169719169560e-01 6.249942778667887389e-01 1.424297982722894176e+02
3.172161172161171994e-01 6.251163500419623098e-01 1.425344938980614415e+02
3.174603174603174427e-01 6.252536812390325771e-01 1.426460662256026808e+02
3.177045177045176860e-01 6.253910124361028444e-01 1.427510480043834491e+02
3.179487179487179294e-01 6.255436026550698081e-01 1.428599469491657032e+02
3.181929181929181727e-01 6.271000228885328376e-01 1.429804030712643907e+02
3.184371184371184160e-01 6.271915770199130158e-01 1.430903256854211918e+02
3.186813186813186594e-01 6.272831311512931940e-01 1.431973544841991384e+02
3.189255189255189027e-01 6.273746852826733722e-01 1.433014828495157360e+02
3.191697191697191460e-01 6.274814984359502468e-01 1.434192915323740181e+02
3.194139194139193894e-01 6.275730525673304250e-01 1.435171137617254544e+02
3.196581196581196327e-01 6.276798657206072996e-01 1.436275484399883453e+02
3.199023199023198760e-01 6.277866788738841741e-01 1.437339990609735310e+02
3.201465201465201194e-01 6.279087510490577451e-01 1.438507669694068341e+02
3.203907203907203627e-01 6.280308232242313160e-01 1.439623066158848133e+02
3.206349206349206615e-01 6.281528953994048869e-01 1.440686056953062462e+02
3.208791208791209049e-01 6.282902265964751543e-01 1.441819134578332751e+02
3.211233211233211482e-01 6.284275577935454216e-01 1.442885579577478552e+02
3.213675213675213915e-01 6.285801480125123852e-01 1.443992188020080789e+02
3.216117216117216349e-01 6.301670862897688075e-01 1.445080631126958224e+02
3.218559218559218782e-01 6.302586404211489857e-01 1.446188988540292542e+02
3.221001221001221215e-01 6.303501945525291639e-01 1.447268113912311378e+02
3.223443223443223649e-01 6.304417486839093421e-01 1.448317940554849770e+02
3.225885225885226082e-01 6.305485618371862166e-01 1.449505621468658774e+02
3.228327228327228515e-01 6.306553749904630912e-01 1.450653235277803788e+02
3.230769230769230949e-01 6.307469291218432694e-01 1.451604940736455944e+02
3.233211233211233382e-01 6.308690012970168404e-01 1.452827878192936168e+02
3.235653235653235815e-01 6.309758144502937149e-01 1.453854723954514157e+02
3.238095238095238249e-01 6.310978866254672859e-01 1.454978746334426774e+02
3.240537240537240682e-01 6.312199588006408568e-01 1.456049833445510160e+02
3.242979242979243115e-01 6.313572899977111241e-01 1.457191385368140573e+02
3.245421245421245549e-01 6.314946211947813914e-01 1.458265632260394682e+02
3.247863247863247982e-01 6.316472114137483551e-01 1.459380119634672610e+02
3.250305250305250415e-01 6.329442282749675464e-01 1.460543341595207494e+02
3.252747252747252849e-01 6.330205233844510282e-01 1.461544080866148079e+02
3.255189255189255282e-01 6.331120775158312064e-01 1.462717979745193020e+02
3.257631257631257715e-01 6.331883726253146882e-01 1.463673689374194566e+02
3.260073260073260148e-01 6.332799267566948664e-01 1.464793432250497744e+02
3.262515262515262582e-01 6.333714808880750446e-01 1.465883536712493651e+02
3.264957264957265015e-01 6.334782940413519192e-01 1.467117775732042162e+02
3.267399267399267448e-01 6.335698481727320974e-01 1.468143434719708864e+02
3.269841269841269882e-01 6.336766613260089720e-01 1.469302310817390662e+02
3.272283272283272315e-01 6.337682154573891502e-01 1.470263226198898678e+02
3.274725274725274748e-01 6.338902876325627211e-01 1.471497805646736197e+02
3.277167277167277182e-01 6.339971007858395957e-01 1.472534239106057612e+02
3.279609279609279615e-01 6.341191729610131667e-01 1.473668533040032571e+02
3.282051282051282048e-01 6.342412451361867376e-01 1.474749158977055572e+02
3.284493284493284482e-01 6.343633173113603085e-01 1.475775997603080327e+02
3.286935286935286915e-01 6.345006485084305758e-01 1.476866757408445494e+02
3.289377289377289348e-01 6.346532387273975395e-01 1.477998518783649615e+02
3.291819291819291782e-01 6.361181048294803908e-01 1.479116822259793764e+02
3.294261294261294215e-01 6.362096589608605690e-01 1.480289729665763332e+02
3.296703296703296648e-01 6.362859540703440508e-01 1.481244352398185811e+02
3.299145299145299082e-01 6.363775082017242291e-01 1.482362478323344988e+02
3.301587301587301515e-01 6.364690623331044073e-01 1.483450624891057714e+02
3.304029304029303948e-01 6.365758754863812818e-01 1.484682149034770191e+02
3.306471306471306382e-01 6.366674296177614600e-01 1.485705112080356400e+02
3.308913308913308815e-01 6.367742427710383346e-01 1.486860412842857500e+02
3.311355311355311248e-01 6.368657969024185128e-01 1.487817895305859111e+02
3.313797313797313682e-01 6.369878690775920838e-01 1.489047369115874631e+02
3.316239316239316115e-01 6.370946822308689583e-01 1.490078840256185231e+02
3.318681318681318548e-01 6.372167544060425293e-01 1.491206898062602590e+02
3.321123321123320982e-01 6.373388265812161002e-01 1.492280686086556614e+02
3.323565323565323415e-01 6.374608987563896711e-01 1.493300085888392346e+02
3.326007326007325848e-01 6.376134889753566348e-01 1.494497681393722246e+02
3.328449328449328282e-01 6.377508201724269021e-01 1.495502537115532391e+02
3.330891330891330715e-01 6.392462043183031462e-01 1.496691123690712857e+02
3.333333333333333148e-01 6.393377584496833244e-01 1.497876264182930868e+02
3.335775335775335582e-01 6.394140535591668062e-01 1.498840787080127939e+02
3.338217338217338015e-01 6.395056076905469844e-01 1.499970439622830440e+02
3.340659340659340448e-01 6.395971618219271626e-01 1.501069726352521911e+02
3.343101343101342882e-01 6.396887159533073408e-01 1.502138579275191148e+02
3.345543345543345315e-01 6.397802700846875190e-01 1.503176932247057493e+02
3.347985347985347748e-01 6.398870832379643936e-01 1.504349709836945976e+02
3.350427350427350182e-01 6.399938963912412682e-01 1.505480787301971759e+02
3.352869352869352615e-01 6.401007095445181427e-01 1.506570069230816671e+02
3.355311355311355048e-01 6.402075226977950173e-01 1.507617463692162971e+02
3.357753357753357482e-01 6.403295948729685882e-01 1.508763081869035716e+02
3.360195360195360470e-01 6.404516670481421592e-01 1.509853748084402127e+02
3.362637362637362903e-01 6.405737392233157301e-01 1.510889341936156711e+02
3.365079365079365337e-01 6.407110704203861085e-01 1.511988414157451643e+02
3.367521367521367770e-01 6.408636606393530721e-01 1.513127501277151055e+02
3.369963369963370203e-01 6.423590447852293162e-01 1.514190294594312149e+02
3.372405372405372637e-01 6.424505989166094944e-01 1.515352969192326782e+02
3.374847374847375070e-01 6.425421530479896726e-01 1.516484998410231810e+02
3.377289377289377503e-01 6.426337071793698508e-01 1.517586312253061465e+02
3.379731379731379937e-01 6.427252613107500290e-01 1.518656842591259988e+02
3.382173382173382370e-01 6.428168154421302072e-01 1.519696523167713167e+02
3.384615384615384803e-01 6.429236285954070818e-01 1.520870407387102148e+02
3.387057387057387237e-01 6.430151827267872600e-01 1.521843028477664461e+02
3.389499389499389670e-01 6.431219958800641345e-01 1.522938508812328848e+02
3.391941391941392103e-01 6.432440680552377055e-01 1.524138622743657834e+02
3.394383394383394537e-01 6.433508812085145800e-01 1.525143242256811789e+02
3.396825396825396970e-01 6.434729533836881510e-01 1.526239287672611340e+02
3.399267399267399403e-01 6.436102845807584183e-01 1.527405778343357952e+02
3.401709401709401837e-01 6.437476157778286856e-01 1.528501636508895558e+02
3.404151404151404270e-01 6.438849469748989529e-01 1.529526708901817074e+02
3.406593406593406703e-01 6.454413672083619824e-01 1.530638032835296940e+02
3.409035409035409137e-01 6.455329213397421606e-01 1.531790131250683089e+02
3.411477411477411570e-01 6.456244754711223388e-01 1.532911221247352955e+02
3.413919413919414003e-01 6.457160296025025170e-01 1.534001233491066500e+02
3.416361416361416437e-01 6.458075837338826952e-01 1.535060100536879588e+02
3.418803418803418870e-01 6.458991378652628734e-01 1.536087756836097356e+02
3.421245421245421303e-01 6.460059510185397480e-01 1.537247157465410510e+02
3.423687423687423736e-01 6.461127641718166226e-01 1.538363892469074301e+02
3.426129426129426170e-01 6.462195773250934971e-01 1.539437867617507720e+02
3.428571428571428603e-01 6.463416495002670681e-01 1.540612792639753366e+02
3.431013431013431036e-01 6.464484626535439427e-01 1.541594838816630499e+02
3.433455433455433470e-01 6.465857938506142100e-01 1.542794226635758150e+02
3.435897435897435903e-01 6.467078660257877809e-01 1.543800494785529054e+02
3.438339438339438336e-01 6.468451972228580482e-01 1.544865066352402607e+02
3.440781440781440770e-01 6.483253223468375959e-01 1.546075770469128656e+02
3.443223443223443203e-01 6.484016174563210777e-01 1.547084353950394870e+02
3.445665445665445636e-01 6.484931715877012559e-01 1.548266007504544746e+02
3.448107448107448070e-01 6.485847257190814341e-01 1.549416341297378494e+02
3.450549450549450503e-01 6.486610208285649160e-01 1.550350976598494981e+02
3.452991452991452936e-01 6.487525749599450942e-01 1.551443707459808934e+02
3.455433455433455370e-01 6.488593881132219687e-01 1.552678722333585597e+02
3.457875457875457803e-01 6.489509422446021469e-01 1.553703084869992210e+02
3.460317460317460236e-01 6.490577553978790215e-01 1.554858160127486997e+02
3.462759462759462670e-01 6.491645685511558961e-01 1.555970050304393624e+02
3.465201465201465103e-01 6.492713817044327707e-01 1.557038661551785594e+02
3.467643467643467536e-01 6.493781948577096452e-01 1.558063903631248195e+02
3.470085470085469970e-01 6.495002670328832162e-01 1.559182392817922675e+02
3.472527472527472403e-01 6.496223392080567871e-01 1.560244000075936697e+02
3.474969474969474836e-01 6.497596704051270544e-01 1.561370170812019182e+02
3.477411477411477270e-01 6.498970016021973217e-01 1.562424044641167029e+02
3.479853479853479703e-01 6.513466086823834766e-01 1.563572703067183340e+02
3.482295482295482136e-01 6.514229037918669585e-01 1.564620546208761880e+02
3.484737484737484570e-01 6.515144579232471367e-01 1.565849059721711569e+02
3.487179487179487003e-01 6.515907530327306185e-01 1.566848687613588993e+02
3.489621489621489436e-01 6.516823071641107967e-01 1.568019216910568048e+02
3.492063492063491870e-01 6.517738612954909749e-01 1.569158015248781339e+02
3.494505494505494303e-01 6.518654154268711531e-01 1.570265012236089319e+02
3.496947496947496736e-01 6.519569695582513313e-01 1.571340139412956205e+02
3.499389499389499170e-01 6.520485236896315095e-01 1.572383330259488048e+02
3.501831501831501603e-01 6.521400778210116878e-01 1.573394520202305387e+02
3.504273504273504036e-01 6.522468909742885623e-01 1.574533712782550197e+02
3.506715506715506470e-01 6.523537041275654369e-01 1.575629167357839151e+02
3.509157509157508903e-01 6.524605172808423115e-01 1.576680791505564798e+02
3.511599511599511336e-01 6.525825894560158824e-01 1.577828864062623211e+02
3.514041514041513770e-01 6.527046616311894534e-01 1.578919446266212390e+02
3.516483516483516203e-01 6.528419928282597207e-01 1.580077482704431873e+02
3.518925518925519191e-01 6.529793240253299880e-01 1.581162443959932489e+02
3.521367521367521625e-01 6.542458228427557865e-01 1.582182259937591766e+02
3.523809523809524058e-01 6.543221179522392683e-01 1.583300647838636905e+02
