Intensity Luminance0
0.565514610513 115.050016528
0.834454871443 297.943170923
0.937468528267 395.009117405
0.141771572442 4.41335413578
0.173998626688 7.08642667227
0.309285114824 27.2841349135
0.637109941253 153.847854503
0.906080720226 363.924207479
0.71641107805 204.87987212
0.0168764782177 0.0800529535669
0.148714427405 4.94239974196
0.753566796368 232.118759712
0.140779736019 4.3541845614
0.599465934234 132.599016176
0.808697642481 275.806788981
0.266117341878 nan
0.147814145113 4.87626904119
0.301503013657 25.6865564054
0.827954528115 292.381230932
0.263523308156 18.6836632499
0.543144884413 104.545676795
0.870283054856 330.079210936
0.338948653391 33.8623993588
0.731288624399 215.64177353
0.311223010605 27.6356717966
0.156084534981 5.53409548572
0.295826657511 24.5484122395
0.283207446403 22.1433430693
0.276768139162 20.9947572137
0.27972838941 21.5238028199
0.4812542916 78.107318739
0.589257648585 127.319001803
0.118730449378 2.94455646598
0.19147020676 8.86151390354
0.265125505455 nan
0.268848706798 19.6094930607
0.93556115053 393.192263415
0.352681773098 37.2246234086
0.775570305943 249.110869248
0.094392309453 1.76116497847
0.702800030518 195.583287817
0.914244296941 371.790280307
0.387762264439 46.5664550336
0.636667429618 153.552006631
0.349370565347 36.371885425
0.880567635615 339.574187341
0.105683985657 2.25192438947
0.86886396582 328.784441426
0.163942931258 6.15711629826
0.893766689555 352.093773167
0.320576791028 29.657879015
0.0530861371786 0.515123353387
0.777172503243 250.273377356
0.406637674525 52.1005505193
0.680277714199 180.529851983
0.244785229267 15.6903788991
0.26524757763 nan
0.0686350804913 0.870140799641
0.945433737697 403.327663449
0.795071335927 264.644622803
0.464240482185 71.5151320409
0.772610055695 246.716241767
0.7119859617 201.803054253
0.955718318456 413.483946863
0.724208438239 210.191211561
0.713069352255 202.516569708
0.222583352407 12.56831371
0.722652018006 209.401123715
0.723018234531 209.550787933
0.378850995651 43.9943188298
0.275822079805 20.7859234218
0.616861219196 142.323709752
0.316639963378 28.7981799049
0.180819409476 7.7546948064
0.801953154803 270.49544954
0.994293125811 454.846959915
0.953276874952 411.291192048
0.403036545357 50.9972119853
0.0157625696193 0.055689011177
0.927000839246 384.320307822
0.618921187152 143.326111954
0.902891584649 360.770817221
0.949492637522 407.18064691
0.059082932784 0.636943065337
0.719783321889 207.438086071
0.707942320897 198.955953556
0.951918822004 409.773666493
0.842343785763 304.667619023
0.85767910277 318.520260553
0.0951094834821 1.77508723127
0.674601358053 176.882221751
0.604562447547 135.418272366
0.323826962692 30.3644333443
0.62977035172 149.413616988
0.73411154345 217.500394278
0.930952925917 388.002743686
0.65615320058 165.135320956
0.609796292058 138.188800673
0.246707866026 16.0001490238
0.509819180591 89.6662691214
0.991683833066 451.857156127
0.315495536736 28.5336571018
0.917448691539 374.995879013
0.675028610666 176.986638647
0.89364461738 351.881458812
0.779339284352 251.797864037
0.0123140306706 0.0452473215813
0.950591287098 408.294427134
0.0372472724498 0.261042239892
0.84110780499 303.724386396
0.760448615244 236.939339742
0.618890669108 143.225175621
0.0527199206531 0.50816222699
0.874296177615 333.744243984
0.429510948348 59.4375777419
0.0451514457923 0.38634251504
0.533974212253 100.201933923
0.779903868162 252.340831896
0.55921263447 111.945354155
0.944045166705 401.531692839
0.450125886931 66.4265486446
0.684748607614 183.3560693
0.35060654612 36.7025389288
0.218509193561 12.0288264142
0.701121538109 194.427740835
0.30603494316 26.5253721362
0.380743114366 44.5094421832
0.800167849241 268.9291961
0.716258487831 204.712805087
0.276005188067 20.8102873642
0.836636911574 299.84355843
0.333531700618 32.5049797114
0.784435797665 256.117242966
0.403509575036 51.1886429613
0.838147554742 301.221861456
0.130769817655 3.65807192169
0.447104600595 65.451990949
0.403814755474 51.3139432364
0.686549172198 184.664761063
0.128404669261 3.52581052014
0.115510795758 2.76356717966
0.640451667048 155.936192422
0.508232242313 89.064131688
0.485496299687 79.6944555575
0.314183260853 28.2934982411
0.722896162356 209.596035254
0.715236133364 204.093264837
0.195864805066 9.32790937215
0.370702677958 41.9164226003
0.195971618219 9.35923444094
0.48889906157 81.0518752049
0.208010986496 10.7375374676
0.3098954757 27.4024740623
0.574441138323 119.693087835
0.389837491417 47.1790341565
0.525612268254 96.5577842545
0.696528572519 191.403131415
0.580376897841 122.776866829
0.19702449073 9.4532096473
0.425192645151 58.142808232
0.0965590905623 1.84817905844
0.784191653315 256.162490288
0.486198214694 80.0529535669
0.74384679942 224.78173249
0.420523384451 56.5173852183
