Intensity Luminance
4.257267109179999585e-03 0.000000000000000000e+00
4.272526131069999920e-03 3.480563198559999925e-03
4.287785152970000069e-03 1.044168959570000027e-02
4.303044174870000217e-03 3.132506878710000081e-02
4.318303196770000366e-03 2.784450558850000076e-02
4.333562218659999833e-03 0.000000000000000000e+00
4.348821240559999982e-03 0.000000000000000000e+00
4.364080262460000130e-03 0.000000000000000000e+00
4.379339284349999598e-03 3.480563198559999925e-03
4.394598306249999746e-03 3.480563198559999925e-03
4.409857328149999894e-03 3.480563198559999925e-03
4.425116350040000229e-03 0.000000000000000000e+00
4.440375371940000378e-03 0.000000000000000000e+00
4.455634393839999659e-03 3.480563198559999925e-03
4.470893415729999994e-03 1.044168959570000027e-02
4.486152437630000142e-03 1.044168959570000027e-02
4.501411459530000291e-03 3.480563198559999925e-03
4.516670481419999758e-03 0.000000000000000000e+00
4.531929503319999906e-03 1.740281599280000049e-02
4.547188525220000055e-03 3.480563198559999925e-03
4.562447547110000390e-03 0.000000000000000000e+00
4.577706569009999671e-03 3.480563198559999925e-03
4.592965590909999819e-03 6.961126397129999664e-03
4.608224612800000154e-03 1.392225279430000032e-02
4.623483634700000303e-03 3.480563198559999925e-03
4.638742656599999584e-03 0.000000000000000000e+00
4.654001678489999919e-03 3.480563198559999925e-03
4.669260700390000067e-03 0.000000000000000000e+00
4.684519722290000215e-03 0.000000000000000000e+00
4.699778744179999683e-03 0.000000000000000000e+00
4.715037766079999831e-03 1.044168959570000027e-02
4.730296787979999980e-03 3.480563198559999925e-03
4.745555809870000315e-03 3.480563198559999925e-03
4.760814831769999596e-03 1.392225279430000032e-02
4.776073853669999744e-03 6.961126397129999664e-03
4.791332875560000079e-03 6.961126397129999664e-03
4.806591897460000228e-03 0.000000000000000000e+00
4.821850919360000376e-03 1.044168959570000027e-02
4.837109941249999844e-03 6.961126397129999664e-03
4.852368963149999992e-03 0.000000000000000000e+00
4.867627985050000140e-03 1.392225279430000032e-02
4.882887006939999608e-03 0.000000000000000000e+00
4.898146028839999756e-03 0.000000000000000000e+00
4.913405050739999905e-03 1.740281599280000049e-02
4.928664072630000240e-03 6.961126397129999664e-03
4.943923094530000388e-03 1.392225279430000032e-02
4.959182116429999669e-03 6.961126397129999664e-03
4.974441138320000004e-03 1.392225279430000032e-02
4.989700160220000152e-03 3.132506878710000081e-02
5.004959182120000301e-03 3.480563198559999925e-03
5.020218204009999768e-03 2.436394238990000072e-02
5.035477225909999917e-03 1.044168959570000027e-02
5.050736247810000065e-03 1.044168959570000027e-02
5.065995269700000400e-03 6.961126397129999664e-03
5.081254291599999681e-03 6.961126397129999664e-03
5.096513313499999830e-03 0.000000000000000000e+00
5.111772335390000165e-03 0.000000000000000000e+00
5.127031357290000313e-03 0.000000000000000000e+00
5.142290379189999594e-03 1.044168959570000027e-02
5.157549401079999929e-03 6.961126397129999664e-03
5.172808422980000077e-03 1.044168959570000027e-02
5.188067444880000226e-03 6.961126397129999664e-03
5.203326466769999693e-03 0.000000000000000000e+00
5.218585488669999842e-03 1.044168959570000027e-02
5.233844510569999990e-03 2.436394238990000072e-02
5.249103532460000325e-03 2.088337919140000054e-02
5.264362554359999606e-03 1.044168959570000027e-02
5.279621576259999755e-03 3.828619518419999757e-02
5.294880598150000089e-03 6.961126397129999664e-03
5.310139620050000238e-03 0.000000000000000000e+00
5.325398641950000386e-03 0.000000000000000000e+00
5.340657663839999854e-03 0.000000000000000000e+00
5.355916685740000002e-03 0.000000000000000000e+00
5.371175707640000151e-03 0.000000000000000000e+00
5.386434729529999618e-03 5.568901117700000153e-02
5.401693751429999767e-03 3.480563198559999925e-03
5.416952773329999915e-03 0.000000000000000000e+00
5.432211795220000250e-03 3.132506878710000081e-02
5.447470817120000398e-03 1.044168959570000027e-02
5.462729839019999679e-03 0.000000000000000000e+00
5.477988860910000014e-03 3.480563198559999925e-03
5.493247882810000163e-03 1.044168959570000027e-02
5.508506904710000311e-03 2.784450558850000076e-02
5.523765926599999779e-03 0.000000000000000000e+00
5.539024948499999927e-03 0.000000000000000000e+00
5.554283970400000076e-03 3.480563198559999925e-03
5.569542992290000410e-03 1.392225279430000032e-02
5.584802014189999692e-03 0.000000000000000000e+00
5.600061036089999840e-03 4.176675838280000108e-02
5.615320057980000175e-03 0.000000000000000000e+00
5.630579079880000323e-03 2.436394238990000072e-02
5.645838101779999604e-03 6.961126397129999664e-03
5.661097123669999939e-03 1.740281599280000049e-02
5.676356145570000088e-03 1.392225279430000032e-02
5.691615167470000236e-03 3.828619518419999757e-02
5.706874189359999704e-03 2.784450558850000076e-02
5.722133211259999852e-03 0.000000000000000000e+00
5.737392233160000000e-03 2.088337919140000054e-02
5.752651255050000335e-03 1.044168959570000027e-02
5.767910276949999616e-03 3.132506878710000081e-02
5.783169298849999765e-03 1.740281599280000049e-02
5.798428320740000100e-03 5.220844797839999801e-02
5.813687342640000248e-03 1.392225279430000032e-02
5.828946364540000397e-03 3.480563198560000099e-02
5.844205386429999864e-03 1.044168959570000027e-02
5.859464408330000013e-03 3.480563198560000099e-02
5.874723430230000161e-03 3.480563198559999925e-03
5.889982452119999629e-03 1.392225279430000032e-02
5.905241474019999777e-03 1.044168959570000027e-02
5.920500495919999925e-03 0.000000000000000000e+00
5.935759517810000260e-03 0.000000000000000000e+00
5.951018539710000409e-03 2.784450558850000076e-02
5.966277561609999690e-03 1.740281599280000049e-02
5.981536583500000025e-03 3.828619518419999757e-02
5.996795605400000173e-03 0.000000000000000000e+00
6.012054627300000322e-03 6.961126397129999664e-03
6.027313649199999603e-03 0.000000000000000000e+00
6.042572671089999937e-03 1.392225279430000032e-02
6.057831692990000086e-03 0.000000000000000000e+00
6.073090714890000234e-03 4.176675838280000108e-02
6.088349736779999702e-03 2.088337919140000054e-02
6.103608758679999850e-03 4.872788477989999784e-02
6.118867780579999999e-03 1.392225279430000032e-02
6.134126802470000334e-03 6.961126397129999664e-03
6.149385824369999615e-03 2.436394238990000072e-02
6.164644846269999763e-03 2.436394238990000072e-02
6.179903868160000098e-03 3.480563198559999925e-03
6.195162890060000246e-03 0.000000000000000000e+00
6.210421911960000395e-03 1.044168959570000027e-02
6.225680933849999862e-03 6.961126397129999664e-03
6.240939955750000011e-03 1.392225279430000032e-02
6.256198977650000159e-03 6.961126397129999664e-03
6.271457999539999627e-03 0.000000000000000000e+00
6.286717021439999775e-03 0.000000000000000000e+00
6.301976043339999924e-03 0.000000000000000000e+00
6.317235065230000259e-03 0.000000000000000000e+00
6.332494087130000407e-03 3.828619518419999757e-02
6.347753109029999688e-03 1.740281599280000049e-02
6.363012130920000023e-03 1.044168959570000027e-02
6.378271152820000171e-03 6.961126397129999664e-03
6.393530174720000320e-03 0.000000000000000000e+00
6.408789196609999787e-03 0.000000000000000000e+00
6.424048218509999936e-03 0.000000000000000000e+00
6.439307240410000084e-03 3.480563198559999925e-03
6.454566262300000419e-03 5.568901117700000153e-02
6.469825284199999700e-03 6.961126397130000532e-02
6.485084306099999849e-03 4.872788477989999784e-02
6.500343327990000183e-03 0.000000000000000000e+00
6.515602349890000332e-03 1.044168959570000027e-02
6.530861371789999613e-03 0.000000000000000000e+00
6.546120393679999948e-03 2.436394238990000072e-02
6.561379415580000096e-03 0.000000000000000000e+00
6.576638437480000245e-03 1.740281599280000049e-02
6.591897459369999712e-03 0.000000000000000000e+00
6.607156481269999861e-03 4.176675838280000108e-02
6.622415503170000009e-03 1.044168959570000027e-02
6.637674525060000344e-03 4.872788477989999784e-02
6.652933546959999625e-03 0.000000000000000000e+00
6.668192568859999773e-03 1.740281599280000049e-02
6.683451590750000108e-03 1.392225279430000032e-02
6.698710612650000257e-03 2.088337919140000054e-02
6.713969634550000405e-03 2.154468619909999827e+00
6.729228656439999873e-03 3.480563198559999925e-03
6.744487678340000021e-03 2.088337919140000054e-02
6.759746700240000170e-03 2.436394238990000072e-02
6.775005722129999637e-03 5.568901117700000153e-02
6.790264744029999786e-03 0.000000000000000000e+00
6.805523765929999934e-03 1.392225279430000032e-02
6.820782787820000269e-03 0.000000000000000000e+00
6.836041809720000417e-03 6.961126397129999664e-03
6.851300831619999698e-03 3.828619518419999757e-02
6.866559853510000033e-03 0.000000000000000000e+00
6.881818875410000182e-03 3.480563198559999925e-03
6.897077897310000330e-03 4.872788477989999784e-02
6.912336919199999798e-03 4.524732158130000126e-02
6.927595941099999946e-03 0.000000000000000000e+00
6.942854963000000094e-03 1.392225279430000032e-02
6.958113984890000429e-03 3.480563198559999925e-03
6.973373006789999710e-03 3.480563198559999925e-03
6.988632028689999859e-03 0.000000000000000000e+00
7.003891050580000194e-03 0.000000000000000000e+00
7.019150072480000342e-03 3.480563198559999925e-03
7.034409094379999623e-03 1.392225279430000032e-02
7.049668116269999958e-03 3.480563198559999925e-03
7.064927138170000107e-03 2.088337919140000054e-02
7.080186160070000255e-03 6.961126397129999664e-03
7.095445181959999723e-03 3.480563198559999925e-03
7.110704203859999871e-03 4.872788477989999784e-02
7.125963225760000019e-03 1.044168959570000027e-02
7.141222247650000354e-03 1.044168959570000027e-02
7.156481269549999635e-03 1.392225279430000032e-02
7.171740291449999784e-03 6.961126397130000532e-02
7.186999313340000119e-03 6.961126397129999664e-03
7.202258335240000267e-03 6.961126397129999664e-03
7.217517357140000415e-03 0.000000000000000000e+00
7.232776379029999883e-03 0.000000000000000000e+00
7.248035400930000031e-03 0.000000000000000000e+00
7.263294422830000180e-03 1.740281599280000049e-02
7.278553444719999647e-03 3.132506878710000081e-02
7.293812466619999796e-03 3.480563198559999925e-03
7.309071488519999944e-03 1.392225279430000032e-02
7.324330510410000279e-03 2.088337919140000054e-02
7.339589532310000428e-03 2.436394238990000072e-02
7.354848554209999709e-03 6.961126397129999664e-03
7.370107576100000044e-03 6.961126397129999664e-03
7.385366598000000192e-03 1.044168959570000027e-02
7.400625619900000340e-03 1.392225279430000032e-02
7.415884641789999808e-03 2.436394238990000072e-02
7.431143663689999956e-03 0.000000000000000000e+00
7.446402685590000105e-03 0.000000000000000000e+00
7.461661707479999572e-03 0.000000000000000000e+00
7.476920729379999721e-03 2.088337919140000054e-02
7.492179751279999869e-03 1.044168959570000027e-02
7.507438773170000204e-03 6.961126397129999664e-03
7.522697795070000353e-03 0.000000000000000000e+00
7.537956816969999634e-03 1.044168959570000027e-02
7.553215838859999968e-03 2.088337919140000054e-02
7.568474860760000117e-03 1.740281599280000049e-02
7.583733882660000265e-03 4.524732158130000126e-02
7.598992904549999733e-03 3.480563198559999925e-03
7.614251926449999881e-03 0.000000000000000000e+00
7.629510948350000030e-03 1.740281599280000049e-02
7.644769970240000365e-03 2.088337919140000054e-02
7.660028992139999646e-03 2.088337919140000054e-02
7.675288014039999794e-03 1.392225279430000032e-02
7.690547035930000129e-03 3.480563198560000099e-02
7.705806057830000277e-03 1.740281599280000049e-02
7.721065079730000426e-03 1.392225279430000032e-02
7.736324101629999707e-03 0.000000000000000000e+00
7.751583123520000042e-03 2.088337919140000054e-02
7.766842145420000190e-03 1.044168959570000027e-02
7.782101167320000339e-03 1.044168959570000027e-02
7.797360189209999806e-03 8.005295356689999531e-02
7.812619211110000822e-03 1.740281599280000049e-02
7.827878233010000103e-03 1.392225279430000032e-02
7.843137254900000438e-03 2.088337919140000054e-02
7.858396276799999719e-03 1.740281599280000049e-02
7.873655298700000735e-03 1.044168959570000027e-02
7.888914320589999335e-03 6.961126397129999664e-03
7.904173342490000351e-03 6.961126397129999664e-03
7.919432364389999632e-03 5.220844797839999801e-02
7.934691386279999967e-03 6.961126397129999664e-03
7.949950408179999248e-03 4.872788477989999784e-02
7.965209430080000264e-03 5.916957437559999811e-02
7.980468451970000598e-03 0.000000000000000000e+00
7.995727473869999880e-03 1.044168959570000027e-02
8.010986495769999161e-03 3.132506878710000081e-02
8.026245517659999495e-03 2.088337919140000054e-02
8.041504539560000511e-03 2.436394238990000072e-02
8.056763561459999792e-03 0.000000000000000000e+00
8.072022583350000127e-03 1.392225279430000032e-02
8.087281605249999408e-03 1.392225279430000032e-02
8.102540627150000424e-03 1.392225279430000032e-02
8.117799649040000759e-03 1.740281599280000049e-02
8.133058670940000040e-03 1.392225279430000032e-02
8.148317692839999321e-03 1.740281599280000049e-02
8.163576714729999656e-03 3.480563198559999925e-03
8.178835736630000672e-03 3.480563198560000099e-02
8.194094758529999953e-03 2.436394238990000072e-02
8.209353780420000288e-03 3.480563198559999925e-03
8.224612802319999569e-03 3.480563198560000099e-02
8.239871824220000585e-03 6.961126397129999664e-03
8.255130846109999185e-03 1.044168959570000027e-02
8.270389868010000201e-03 1.740281599280000049e-02
8.285648889909999482e-03 2.088337919140000054e-02
8.300907911799999817e-03 3.480563198559999925e-03
8.316166933700000832e-03 2.088337919140000054e-02
8.331425955600000113e-03 1.740281599280000049e-02
8.346684977490000448e-03 1.392225279430000032e-02
8.361943999389999729e-03 1.392225279430000032e-02
8.377203021290000745e-03 1.044168959570000027e-02
8.392462043179999345e-03 1.740281599280000049e-02
8.407721065080000361e-03 5.220844797839999801e-02
8.422980086979999642e-03 2.784450558850000076e-02
8.438239108869999977e-03 2.088337919140000054e-02
8.453498130769999258e-03 3.480563198559999925e-03
8.468757152670000274e-03 1.392225279430000032e-02
8.484016174560000609e-03 2.088337919140000054e-02
8.499275196459999890e-03 1.740281599280000049e-02
8.514534218359999171e-03 4.176675838280000108e-02
8.529793240249999506e-03 1.740281599280000049e-02
8.545052262150000522e-03 2.436394238990000072e-02
8.560311284049999803e-03 1.392225279430000032e-02
8.575570305940000138e-03 1.392225279430000032e-02
8.590829327839999419e-03 2.436394238990000072e-02
8.606088349740000434e-03 2.436394238990000072e-02
8.621347371630000769e-03 2.088337919140000054e-02
8.636606393530000050e-03 2.436394238990000072e-02
8.651865415429999331e-03 1.740281599280000049e-02
8.667124437319999666e-03 2.088337919140000054e-02
8.682383459220000682e-03 1.044168959570000027e-02
8.697642481119999963e-03 2.157949183110000058e-01
8.712901503010000298e-03 1.044168959570000027e-02
8.728160524909999579e-03 2.088337919140000054e-02
8.743419546810000595e-03 2.088337919140000054e-02
8.758678568699999195e-03 3.132506878710000081e-02
8.773937590600000211e-03 2.088337919140000054e-02
8.789196612499999492e-03 5.916957437559999811e-02
8.804455634389999827e-03 2.088337919140000054e-02
8.819714656290000843e-03 2.088337919140000054e-02
8.834973678190000124e-03 1.044168959570000027e-02
8.850232700080000459e-03 2.088337919140000054e-02
8.865491721979999740e-03 3.480563198559999925e-03
